PaperKey,QuestionID,Year,Venue,VenueType,Title,Authors,DomainTopic,ScenarioType,MethodsUsed,Artifacts,ImpliedQuestions,PrimarySecondary,QuestionCategory,MetamodelTags,MoEs,MoPs,EvidenceType,Reproducibility,Access,SecurityLevel,DecisionType,ModelType,SourceURL,Citation,DomainSpecificHits,IsLikelyDomainSpecific,ImpliedQuestions_GenericDraft,GenericizationChanged,GenericQuestion,QuestionTemplate,InstantiationNotes,InstantiatedQuestion,GenericAcronymFlag
AIRC-2022-REPORT-1049.5,AIRC-2022-REPORT-1049.5-Q03,2022,AIRC Report,Technical Report,Report on Data-Driven Capability Portfolio Management Pilot (WRT-1049.5),AIRC research team (Purdue/GTRI/Stevens/Virginia Tech et al.),Integrated Acquisition Portfolio Reviews (IAPR); Anti-Surface Warfare (ASuW) mission thread,Operational mission thread + acquisition portfolio decision support,SoS-AWB; mission engineering analysis; Robust Portfolio Optimization; Discrete Event Simulation; cost-sensitivity analysis,Prototype decision-support software; ASuW mission-thread model; RPO routines; DES scenario models,"How sensitive are portfolio decisions to assumptions (risk aversion, dependency structure, technology injects) and where are the biggest decision cliffs?",Primary,"Uncertainty, sensitivity & decision robustness",Assumption; Uncertainty; Risk; Dependency; Portfolio; Measure,Robust mission performance across uncertainties,RPO robustness metrics; scenario variance,"Prototype demonstration (Sept 8, 2022) + analytics results",Medium (report describes approach; software availability unclear),Open (PDF),Public,Capability portfolio management / IAPR,Mission thread + DES + portfolio optimization,https://document.acqirc.org/publication_documents/reports/1667588895.1049.5_REPORT.pdf,Acquisition Innovation Research Center. (2022). Report on Data-Driven Capability Portfolio Management Pilot (WRT-1049.5).,[],False,"How sensitive are portfolio decisions to assumptions (risk aversion, dependency structure, technology injects) and where are the biggest decision cliffs?",False,"How sensitive are portfolio decisions to assumptions (risk aversion, dependency structure, technology injects) and where are the biggest decision cliffs?",How,DomainTopic=Integrated Acquisition Portfolio Reviews (IAPR); Anti-Surface Warfare (ASuW) mission thread | ScenarioType=Operational mission thread + acquisition portfolio decision support | Hits=[],"How sensitive are portfolio decisions to assumptions (risk aversion, dependency structure, technology injects) and where are the biggest decision cliffs?",False
AIRC-2022-TR-007,AIRC-2022-TR-007-Q01,2022,AIRC Report,Technical Report,Interoperable and Integrated Capabilities for Mission Effects (AIRC-2022-TR-007),DeLaurentis (speaker) / AIRC task team,Electronic Warfare portfolio insights; interoperability/integration for mission effects,Portfolio + mission effects (EW context),Digital engineering models; portfolio-centric analysis; capability interactions,Report and briefing; concept of operations for IAPR decision-support,"Which interoperability gaps most limit mission effects, and what integrations yield the largest mission-level payoff per unit investment?",Primary,Interoperability & integration,Interface; InformationExchange; System; Capability; Constraint; Measure,Mission effects achieved; EW effectiveness,Interoperability maturity; integration cost/time,Demonstration-focused report/brief,Low-Medium,Open (PDF),Public,Portfolio integration & interoperability planning,Portfolio analytics + digital engineering models,https://document.acqirc.org/publication_documents/reports/1670509965.ARR-22-AIRC-Interoperable%20and%20Integrated%20Capabilities%20for%20Mission%20Effects.pdf,Acquisition Innovation Research Center. (2022). Interoperable and Integrated Capabilities for Mission Effects (AIRC-2022-TR-007).,[],False,"Which interoperability gaps most limit mission effects, and what integrations yield the largest mission-level payoff per unit investment?",False,"Which interoperability gaps most limit mission effects, and what integrations yield the largest mission-level payoff per unit investment?",Which,DomainTopic=Electronic Warfare portfolio insights; interoperability/integration for mission effects | ScenarioType=Portfolio + mission effects (EW context) | Hits=[],"Which interoperability gaps most limit mission effects, and what integrations yield the largest mission-level payoff per unit investment?",False
AIRC-2022-TR-007,AIRC-2022-TR-007-Q02,2022,AIRC Report,Technical Report,Interoperable and Integrated Capabilities for Mission Effects (AIRC-2022-TR-007),DeLaurentis (speaker) / AIRC task team,Electronic Warfare portfolio insights; interoperability/integration for mission effects,Portfolio + mission effects (EW context),Digital engineering models; portfolio-centric analysis; capability interactions,Report and briefing; concept of operations for IAPR decision-support,How should acquisition portfolios be organized and reviewed to expose cross-program interactions that materially change mission outcomes?,Primary,Portfolio governance & review questions,Portfolio; Stakeholder; Decision; Governance; Measure,Improved decision quality; reduced unintended interactions,Review cadence; traceability to mission threads,Demonstration-focused report/brief,Low-Medium,Open (PDF),Public,Portfolio integration & interoperability planning,Portfolio analytics + digital engineering models,https://document.acqirc.org/publication_documents/reports/1670509965.ARR-22-AIRC-Interoperable%20and%20Integrated%20Capabilities%20for%20Mission%20Effects.pdf,Acquisition Innovation Research Center. (2022). Interoperable and Integrated Capabilities for Mission Effects (AIRC-2022-TR-007).,[],False,How should acquisition portfolios be organized and reviewed to expose cross-program interactions that materially change mission outcomes?,False,How should acquisition portfolios be organized and reviewed to expose cross-program interactions that materially change mission outcomes?,How,DomainTopic=Electronic Warfare portfolio insights; interoperability/integration for mission effects | ScenarioType=Portfolio + mission effects (EW context) | Hits=[],How should acquisition portfolios be organized and reviewed to expose cross-program interactions that materially change mission outcomes?,False
NPS-2023-ME-AWB,NPS-2023-ME-AWB-Q01,2023,NPS Symposium (Proceedings/Paper),Conference/Proceedings,A Mission Engineering Approach to Informing U.S. Navy Decision-Making in Multi-Domain Operations,Khaw; MacKinnon; Thomas; DeLaurentis,U.S. Navy decision-making for multi-domain operations,Operationally realistic Navy mission thread(s),Mission engineering framing; SoS-AWB analytics; multi-domain modeling,Paper; conceptual workflow; (likely) models and analysis results,"In a contested multi-domain operational context, which cross-domain capability combinations produce the required mission effects at acceptable risk?",Primary,Multi-domain mission effectiveness,Mission; MissionThread; Capability; System; Environment; Threat; Risk; Measure,Effects achieved; mission success; survivability,Coverage; latency; attrition; resource expenditure,Case-study methodology + example application,Medium,Open (PDF),Public,Operational planning + capability modernization,Mission threads + analytics/optimization,https://nps.edu/documents/113838019/115126059/NPS+Symposium+Proceedings+Paper+Mission+Engineering+Approach.pdf,"Khaw, D., MacKinnon, E., Thomas, G., & DeLaurentis, D. (2023). A Mission Engineering Approach to Informing U.S. Navy Decision-Making in Multi-Domain Operations. Naval Postgraduate School.",[],False,"In a contested multi-domain operational context, which cross-domain capability combinations produce the required mission effects at acceptable risk?",False,"In a contested multi-domain operational context, which cross-domain capability combinations produce the required mission effects at acceptable risk?",How,DomainTopic=U.S. Navy decision-making for multi-domain operations | ScenarioType=Operationally realistic Navy mission thread(s) | Hits=[],"In a contested multi-domain operational context, which cross-domain capability combinations produce the required mission effects at acceptable risk?",False
NPS-2023-ME-AWB,NPS-2023-ME-AWB-Q02,2023,NPS Symposium (Proceedings/Paper),Conference/Proceedings,A Mission Engineering Approach to Informing U.S. Navy Decision-Making in Multi-Domain Operations,Khaw; MacKinnon; Thomas; DeLaurentis,U.S. Navy decision-making for multi-domain operations,Operationally realistic Navy mission thread(s),Mission engineering framing; SoS-AWB analytics; multi-domain modeling,Paper; conceptual workflow; (likely) models and analysis results,"Where are the highest-leverage changes (tactics, integrations, or acquisitions) to close mission gaps revealed by mission-engineering analysis?",Primary,Gap analysis & modernization options,Gap; Requirement; Capability; Integration; Portfolio; Measure,Gap closure magnitude; time-to-close,Integration effort; cost/schedule,Case-study methodology + example application,Medium,Open (PDF),Public,Operational planning + capability modernization,Mission threads + analytics/optimization,https://nps.edu/documents/113838019/115126059/NPS+Symposium+Proceedings+Paper+Mission+Engineering+Approach.pdf,"Khaw, D., MacKinnon, E., Thomas, G., & DeLaurentis, D. (2023). A Mission Engineering Approach to Informing U.S. Navy Decision-Making in Multi-Domain Operations. Naval Postgraduate School.",[],False,"Where are the highest-leverage changes (tactics, integrations, or acquisitions) to close mission gaps revealed by mission-engineering analysis?",False,"Where are the highest-leverage changes (tactics, integrations, or acquisitions) to close mission gaps revealed by mission-engineering analysis?",Where,DomainTopic=U.S. Navy decision-making for multi-domain operations | ScenarioType=Operationally realistic Navy mission thread(s) | Hits=[],"Where are the highest-leverage changes (tactics, integrations, or acquisitions) to close mission gaps revealed by mission-engineering analysis?",False
MDPI-2024-CUAS-KC,MDPI-2024-CUAS-KC-Q01,2024,MDPI (Aerospace / Sensors or similar),Journal,Mission Engineering to Improve Counter-Unmanned Aircraft System Capabilities: A Kill Chain Analysis,(as listed in paper),Counter-UAS mission engineering via kill-chain analysis,Operational CUAS mission thread,Kill-chain analysis; mission engineering; possibly MBSE/analysis framework,Paper; kill-chain model; recommendations,"Where are the weakest links (detection, tracking, identification, engagement, assessment) in the CUAS kill chain, and which improvements yield the largest mission-effect gains?",Primary,Kill-chain bottlenecks & improvements,MissionThread; Function; System; PerformanceParameter; Gap; Measure,Probability of interdiction; time-to-intercept,Detection range; track continuity; engagement latency,Analytic case study,Medium (open-access paper),Open (PDF),Public,Operational capability improvement,Kill-chain model/analysis,https://www.mdpi.com/2226-4310/11/4/242,(Authors). (2024). Mission Engineering to Improve Counter-Unmanned Aircraft System Capabilities: A Kill Chain Analysis. MDPI.,['CUAS'],True,"Where are the weakest links (detection, tracking, identification, engagement, assessment) in the counter-intrusion kill chain, and which improvements yield the largest mission-effect gains?",True,"Where are the weakest links (detection, tracking, identification, engagement, assessment) in the counter-intrusion kill chain, and which improvements yield the largest mission-effect gains?",Where,DomainTopic=Counter-UAS mission engineering via kill-chain analysis | ScenarioType=Operational CUAS mission thread | Hits=['CUAS'],"Where are the weakest links (detection, tracking, identification, engagement, assessment) in the CUAS kill chain, and which improvements yield the largest mission-effect gains?",False
MDPI-2024-CUAS-KC,MDPI-2024-CUAS-KC-Q02,2024,MDPI (Aerospace / Sensors or similar),Journal,Mission Engineering to Improve Counter-Unmanned Aircraft System Capabilities: A Kill Chain Analysis,(as listed in paper),Counter-UAS mission engineering via kill-chain analysis,Operational CUAS mission thread,Kill-chain analysis; mission engineering; possibly MBSE/analysis framework,Paper; kill-chain model; recommendations,How do different CUAS architectural choices and CONOPS affect end-to-end kill-chain performance under realistic threat variations?,Primary,Architecture/CONOPS comparison,CONOPS; Architecture; Threat; Scenario; Measure; Tradeoff,End-to-end interdiction effectiveness,Resource expenditure; false alarm rate; coverage,Analytic case study,Medium (open-access paper),Open (PDF),Public,Operational capability improvement,Kill-chain model/analysis,https://www.mdpi.com/2226-4310/11/4/242,(Authors). (2024). Mission Engineering to Improve Counter-Unmanned Aircraft System Capabilities: A Kill Chain Analysis. MDPI.,['CUAS'],True,How do different counter-intrusion architectural choices and CONOPS affect end-to-end kill-chain performance under realistic threat variations?,True,How do different counter-intrusion architectural choices and CONOPS affect end-to-end kill-chain performance under realistic threat variations?,How,DomainTopic=Counter-UAS mission engineering via kill-chain analysis | ScenarioType=Operational CUAS mission thread | Hits=['CUAS'],How do different CUAS architectural choices and CONOPS affect end-to-end kill-chain performance under realistic threat variations?,True
NDIA-2024-DAHMANN,NDIA-2024-DAHMANN-Q01,2024,NDIA Systems & Mission Engineering Conference,Conference Slides,Through Life Perspectives in Mission Engineering,Dahmann,Mission engineering across lifecycle and sustainment/evolution,Lifecycle mission engineering perspective (with examples),Lifecycle framing; mission engineering patterns,Slides,"How do mission needs, threats, and system capabilities co-evolve over time, and what lifecycle decisions preserve mission effectiveness?",Primary,Evolution & lifecycle decision-making,Lifecycle; Threat; Environment; Capability; Risk; Measure,Sustained mission effectiveness across time,Upgrade cadence; sustainment readiness,Conceptual + experiential briefing,Low,Open (slides),Public,Lifecycle decisions; sustainment; modernization,Lifecycle mission engineering concepts,https://ndiastorage.blob.core.usgovcloudapi.net/ndia/2024/SME/Tuesday/2B/2B-03_Dahmann.pdf,"Dahmann, J. (2024). Through Life Perspectives in Mission Engineering. NDIA Systems & Mission Engineering Conference.",[],False,"How do mission needs, threats, and system capabilities co-evolve over time, and what lifecycle decisions preserve mission effectiveness?",False,"How do mission needs, threats, and system capabilities co-evolve over time, and what lifecycle decisions preserve mission effectiveness?",How,DomainTopic=Mission engineering across lifecycle and sustainment/evolution | ScenarioType=Lifecycle mission engineering perspective (with examples) | Hits=[],"How do mission needs, threats, and system capabilities co-evolve over time, and what lifecycle decisions preserve mission effectiveness?",False
NDIA-2024-DAHMANN,NDIA-2024-DAHMANN-Q02,2024,NDIA Systems & Mission Engineering Conference,Conference Slides,Through Life Perspectives in Mission Engineering,Dahmann,Mission engineering across lifecycle and sustainment/evolution,Lifecycle mission engineering perspective (with examples),Lifecycle framing; mission engineering patterns,Slides,Where should mission engineering focus to anticipate emergent interactions and avoid lifecycle surprises in acknowledged systems-of-systems?,Primary,Emergence & lifecycle risk,Emergence; Dependency; Risk; Interface; Measure,Reduced surprise failures; resilience,Monitoring indicators; dependency change rates,Conceptual + experiential briefing,Low,Open (slides),Public,Lifecycle decisions; sustainment; modernization,Lifecycle mission engineering concepts,https://ndiastorage.blob.core.usgovcloudapi.net/ndia/2024/SME/Tuesday/2B/2B-03_Dahmann.pdf,"Dahmann, J. (2024). Through Life Perspectives in Mission Engineering. NDIA Systems & Mission Engineering Conference.",[],False,Where should mission engineering focus to anticipate emergent interactions and avoid lifecycle surprises in acknowledged systems-of-systems?,False,Where should mission engineering focus to anticipate emergent interactions and avoid lifecycle surprises in acknowledged systems-of-systems?,Where,DomainTopic=Mission engineering across lifecycle and sustainment/evolution | ScenarioType=Lifecycle mission engineering perspective (with examples) | Hits=[],Where should mission engineering focus to anticipate emergent interactions and avoid lifecycle surprises in acknowledged systems-of-systems?,False
NDIA-2024-GOLDENBERG,NDIA-2024-GOLDENBERG-Q01,2024,NDIA Systems & Mission Engineering Conference,Conference Paper/Slides,A Reusable Digital Engineering Environment to Support Mission Engineering Studies,Goldenberg (Payson Consulting) et al.,Reusable digital engineering environments for mission engineering,Digital environment demonstration (generalizable),Digital engineering environment integration; model reuse; study workflows,Paper PDF / environment concept,What model assets should be standardized/reused to reduce cycle time and improve consistency across mission engineering studies?,Primary,Infrastructure & model reuse,ModelAsset; Repository; Standard; Traceability; Configuration,Reduced study cycle time; improved consistency,Reuse rate; integration effort,Concept + example(s) of environment use,Low-Medium,Open (PDF),Public,Toolchain/infrastructure for mission engineering,Digital engineering environment,https://payson-consulting.com/wp-content/uploads/2024/04/Reusable-DE-Environment-to-Support-Mission-Engineering-Studies_Goldenberg.pdf,"Goldenberg, M. (2024). A Reusable Digital Engineering Environment to Support Mission Engineering Studies. NDIA Systems & Mission Engineering Conference.",[],False,What model assets should be standardized/reused to reduce cycle time and improve consistency across mission engineering studies?,False,What model assets should be standardized/reused to reduce cycle time and improve consistency across mission engineering studies?,What,DomainTopic=Reusable digital engineering environments for mission engineering | ScenarioType=Digital environment demonstration (generalizable) | Hits=[],What model assets should be standardized/reused to reduce cycle time and improve consistency across mission engineering studies?,False
NDIA-2024-GOLDENBERG,NDIA-2024-GOLDENBERG-Q02,2024,NDIA Systems & Mission Engineering Conference,Conference Paper/Slides,A Reusable Digital Engineering Environment to Support Mission Engineering Studies,Goldenberg (Payson Consulting) et al.,Reusable digital engineering environments for mission engineering,Digital environment demonstration (generalizable),Digital engineering environment integration; model reuse; study workflows,Paper PDF / environment concept,"How can digital engineering environments support end-to-end traceability from mission questions to models, experiments, and evidence?",Primary,Traceability & evidence management,Traceability; Evidence; Experiment; Requirement; Measure,Auditability/defensibility of conclusions,Coverage of trace links; reproducibility score,Concept + example(s) of environment use,Low-Medium,Open (PDF),Public,Toolchain/infrastructure for mission engineering,Digital engineering environment,https://payson-consulting.com/wp-content/uploads/2024/04/Reusable-DE-Environment-to-Support-Mission-Engineering-Studies_Goldenberg.pdf,"Goldenberg, M. (2024). A Reusable Digital Engineering Environment to Support Mission Engineering Studies. NDIA Systems & Mission Engineering Conference.",[],False,"How can digital engineering environments support end-to-end traceability from mission questions to models, experiments, and evidence?",False,"How can digital engineering environments support end-to-end traceability from mission questions to models, experiments, and evidence?",How,DomainTopic=Reusable digital engineering environments for mission engineering | ScenarioType=Digital environment demonstration (generalizable) | Hits=[],"How can digital engineering environments support end-to-end traceability from mission questions to models, experiments, and evidence?",False
NDIA-2024-PENNOCK,NDIA-2024-PENNOCK-Q01,2024,NDIA Systems & Mission Engineering Conference,Conference Slides,Leveraging Architecture to Inform the Design of Simulation Experiments for Mission Engineering Studies,Pennock; McMullen (MITRE),Mission engineering study design; simulation experiments informed by architecture,Mission engineering study pattern (generalizable) + example(s),Architecture-driven experiment design; linking architectural models to simulation,Slides; workflow; experiment design guidance,What architectural elements and assumptions must be captured to design simulation experiments that answer mission-level questions credibly?,Primary,Study design & validity,Architecture; Assumption; Scenario; Measure; Validation; Traceability,Credible mission-level insight,Coverage of assumptions; sensitivity plan,Methodology presentation with examples,Low-Medium,Open (slides),Public,Study design / analysis planning,Architecture-to-simulation linkage,https://ndiastorage.blob.core.usgovcloudapi.net/ndia/2024/SME/Tuesday/2B/2B-01_Pennock_McMullen.pdf,"Pennock, M., & McMullen, J. (2024). Leveraging Architecture to Inform the Design of Simulation Experiments for Mission Engineering Studies. NDIA Systems & Mission Engineering Conference.",[],False,What architectural elements and assumptions must be captured to design simulation experiments that answer mission-level questions credibly?,False,What architectural elements and assumptions must be captured to design simulation experiments that answer mission-level questions credibly?,What,DomainTopic=Mission engineering study design; simulation experiments informed by architecture | ScenarioType=Mission engineering study pattern (generalizable) + example(s) | Hits=[],What architectural elements and assumptions must be captured to design simulation experiments that answer mission-level questions credibly?,False
NDIA-2024-PENNOCK,NDIA-2024-PENNOCK-Q02,2024,NDIA Systems & Mission Engineering Conference,Conference Slides,Leveraging Architecture to Inform the Design of Simulation Experiments for Mission Engineering Studies,Pennock; McMullen (MITRE),Mission engineering study design; simulation experiments informed by architecture,Mission engineering study pattern (generalizable) + example(s),Architecture-driven experiment design; linking architectural models to simulation,Slides; workflow; experiment design guidance,How should simulations be parameterized and sampled to characterize mission performance across plausible operational envelopes derived from architecture?,Primary,Experiment design & uncertainty exploration,Scenario; Parameter; Uncertainty; Experiment; Measure,Confidence in mission performance estimates,Number of runs; design of experiments; variance,Methodology presentation with examples,Low-Medium,Open (slides),Public,Study design / analysis planning,Architecture-to-simulation linkage,https://ndiastorage.blob.core.usgovcloudapi.net/ndia/2024/SME/Tuesday/2B/2B-01_Pennock_McMullen.pdf,"Pennock, M., & McMullen, J. (2024). Leveraging Architecture to Inform the Design of Simulation Experiments for Mission Engineering Studies. NDIA Systems & Mission Engineering Conference.",[],False,How should simulations be parameterized and sampled to characterize mission performance across plausible operational envelopes derived from architecture?,False,How should simulations be parameterized and sampled to characterize mission performance across plausible operational envelopes derived from architecture?,How,DomainTopic=Mission engineering study design; simulation experiments informed by architecture | ScenarioType=Mission engineering study pattern (generalizable) + example(s) | Hits=[],How should simulations be parameterized and sampled to characterize mission performance across plausible operational envelopes derived from architecture?,False
JDMS-2009-DATAINIT-GOV,JDMS-2009-DATAINIT-GOV-Q01,2009,Journal of Defense Modeling and Simulation,Journal,Governance of Data Initialization for Service Oriented Architecture-based Military Simulation and Command and Control Federations,"Lanman, J. T.; Proctor, M. D.",Data governance; initialization for simulation/C2 federations; SOA,Federated simulation/C2 systems (architecture governance case framing),Conceptual reference model; governance framework,Governance reference model; data initialization lifecycle elements,What governance mechanisms are required to initialize and synchronize authoritative data across distributed simulation and real C2 systems without creating inconsistent operational pictures?,Primary,Interoperability & integration,Interoperability; Data; Governance; Baseline; Configuration; Architecture,,Data consistency; sync latency; error rate,Architecture/governance model paper,High,Open (PDF via SAGE),Unclassified,Federation data governance design,Governance reference model,https://journals.sagepub.com/doi/pdf/10.1177/1548512909344525,"Lanman, J. T., & Proctor, M. D. (2009). Governance of Data Initialization for Service Oriented Architecture-based Military Simulation and Command and Control Federations. Journal of Defense Modeling and Simulation. https://doi.org/10.1177/1548512909344525",['C2'],True,What governance mechanisms are required to initialize and synchronize authoritative data across distributed simulation and real command and control systems without creating inconsistent operational pictures?,True,What governance mechanisms are required to initialize and synchronize authoritative data across distributed simulation and real command and control systems without creating inconsistent operational pictures?,What,DomainTopic=Data governance; initialization for simulation/C2 federations; SOA | ScenarioType=Federated simulation/C2 systems (architecture governance case framing) | Hits=['C2'],What governance mechanisms are required to initialize and synchronize authoritative data across distributed simulation and real C2 systems without creating inconsistent operational pictures?,False
JDMS-2009-DATAINIT-GOV,JDMS-2009-DATAINIT-GOV-Q02,2009,Journal of Defense Modeling and Simulation,Journal,Governance of Data Initialization for Service Oriented Architecture-based Military Simulation and Command and Control Federations,"Lanman, J. T.; Proctor, M. D.",Data governance; initialization for simulation/C2 federations; SOA,Federated simulation/C2 systems (architecture governance case framing),Conceptual reference model; governance framework,Governance reference model; data initialization lifecycle elements,"Where should responsibilities, interfaces, and standards be placed (organizationally and technically) so that initialization is repeatable across exercises and deployments?",Primary,Baseline & configuration management,Standard; Interface; Configuration; Stakeholder; Traceability; Baseline,,,Architecture/governance model paper,High,Open (PDF via SAGE),Unclassified,Authority & responsibility assignment,Process/governance model,https://journals.sagepub.com/doi/pdf/10.1177/1548512909344525,"Lanman, J. T., & Proctor, M. D. (2009). Governance of Data Initialization for Service Oriented Architecture-based Military Simulation and Command and Control Federations. Journal of Defense Modeling and Simulation. https://doi.org/10.1177/1548512909344525",[],False,"Where should responsibilities, interfaces, and standards be placed (organizationally and technically) so that initialization is repeatable across exercises and deployments?",False,"Where should responsibilities, interfaces, and standards be placed (organizationally and technically) so that initialization is repeatable across exercises and deployments?",Where,DomainTopic=Data governance; initialization for simulation/C2 federations; SOA | ScenarioType=Federated simulation/C2 systems (architecture governance case framing) | Hits=[],"Where should responsibilities, interfaces, and standards be placed (organizationally and technically) so that initialization is repeatable across exercises and deployments?",False
JDMS-2009-DATAINIT-GOV,JDMS-2009-DATAINIT-GOV-Q03,2009,Journal of Defense Modeling and Simulation,Journal,Governance of Data Initialization for Service Oriented Architecture-based Military Simulation and Command and Control Federations,"Lanman, J. T.; Proctor, M. D.",Data governance; initialization for simulation/C2 federations; SOA,Federated simulation/C2 systems (architecture governance case framing),Conceptual reference model; governance framework,Governance reference model; data initialization lifecycle elements,What minimal set of compliance checks can detect dangerous initialization drift before it impacts training or real operations?,Secondary,"Test, evaluation & feedback",Test; Verification; Validation; Risk; Baseline; Data,,,Architecture/governance model paper,High,Open (PDF via SAGE),Unclassified,Pre-run verification checklist,V&V gate / checklist,https://journals.sagepub.com/doi/pdf/10.1177/1548512909344525,"Lanman, J. T., & Proctor, M. D. (2009). Governance of Data Initialization for Service Oriented Architecture-based Military Simulation and Command and Control Federations. Journal of Defense Modeling and Simulation. https://doi.org/10.1177/1548512909344525",[],False,What minimal set of compliance checks can detect dangerous initialization drift before it impacts training or real operations?,False,What minimal set of compliance checks can detect dangerous initialization drift before it impacts training or real operations?,What,DomainTopic=Data governance; initialization for simulation/C2 federations; SOA | ScenarioType=Federated simulation/C2 systems (architecture governance case framing) | Hits=[],What minimal set of compliance checks can detect dangerous initialization drift before it impacts training or real operations?,False
INSIGHT-2016-SoS-AWB,INSIGHT-2016-SoS-AWB-Q01,2016,INSIGHT (INCOSE),Magazine/Professional,An SoS Analytical Workbench Approach to Architectural Analysis and Evolution,"DeLaurentis, D.; et al.",System-of-systems architecture analysis; evolution planning,Naval warfare SoS case framing (architecture evolution),SoS analytic workbench; architectural analysis methods,SoS architecture models; analysis workbench concept,"How can an SoS analytical workbench support architectural analysis and evolution decisions for a mission context (e.g., naval warfare) with many interacting systems?",Primary,Architecture & integration for mission effects,Architecture; System; Dependency; Interoperability; Decision; Change,SoS mission effectiveness; coverage,,Applied method paper (reprinted),Medium,Open (PDF),Unclassified,SoS architecture evolution decision,SoS workbench / architectural analysis,https://www.incose.org/docs/default-source/publication-products/insight/insight_vol_28_issue_1.pdf?sfvrsn=5e878bc5_4,"DeLaurentis, D., et al. (2016). An SoS Analytical Workbench Approach to Architectural Analysis and Evolution. INSIGHT (reprinted in Vol. 28, Issue 1, 2025). INCOSE.",[],False,"How can an SoS analytical workbench support architectural analysis and evolution decisions for a mission context (e.g., naval warfare) with many interacting systems?",False,"How can an SoS analytical workbench support architectural analysis and evolution decisions for a mission context (e.g., naval warfare) with many interacting systems?",How,DomainTopic=System-of-systems architecture analysis; evolution planning | ScenarioType=Naval warfare SoS case framing (architecture evolution) | Hits=[],"How can an SoS analytical workbench support architectural analysis and evolution decisions for a mission context (e.g., naval warfare) with many interacting systems?",False
INSIGHT-2016-SoS-AWB,INSIGHT-2016-SoS-AWB-Q02,2016,INSIGHT (INCOSE),Magazine/Professional,An SoS Analytical Workbench Approach to Architectural Analysis and Evolution,"DeLaurentis, D.; et al.",System-of-systems architecture analysis; evolution planning,Naval warfare SoS case framing (architecture evolution),SoS analytic workbench; architectural analysis methods,SoS architecture models; analysis workbench concept,"Which interdependencies and critical nodes dominate mission outcomes, and how should they be prioritized for modernization or protection?",Primary,Interdependencies & criticality,Dependency; Criticality; Bottleneck; Risk; Architecture; Tradeoff,,,Applied method paper (reprinted),Medium,Open (PDF),Unclassified,Criticality-based investment,Network/architecture analysis,https://www.incose.org/docs/default-source/publication-products/insight/insight_vol_28_issue_1.pdf?sfvrsn=5e878bc5_4,"DeLaurentis, D., et al. (2016). An SoS Analytical Workbench Approach to Architectural Analysis and Evolution. INSIGHT (reprinted in Vol. 28, Issue 1, 2025). INCOSE.",[],False,"Which interdependencies and critical nodes dominate mission outcomes, and how should they be prioritized for modernization or protection?",False,"Which interdependencies and critical nodes dominate mission outcomes, and how should they be prioritized for modernization or protection?",Which,DomainTopic=System-of-systems architecture analysis; evolution planning | ScenarioType=Naval warfare SoS case framing (architecture evolution) | Hits=[],"Which interdependencies and critical nodes dominate mission outcomes, and how should they be prioritized for modernization or protection?",False
INSIGHT-2016-SoS-AWB,INSIGHT-2016-SoS-AWB-Q03,2016,INSIGHT (INCOSE),Magazine/Professional,An SoS Analytical Workbench Approach to Architectural Analysis and Evolution,"DeLaurentis, D.; et al.",System-of-systems architecture analysis; evolution planning,Naval warfare SoS case framing (architecture evolution),SoS analytic workbench; architectural analysis methods,SoS architecture models; analysis workbench concept,What baseline and configuration artifacts are required so that SoS analyses remain comparable across time and tool updates?,Secondary,Baseline & configuration management,Baseline; Configuration; Artifact; Traceability; Change; Model,,,Applied method paper (reprinted),Medium,Open (PDF),Unclassified,Model baseline governance,Configuration/provenance,https://www.incose.org/docs/default-source/publication-products/insight/insight_vol_28_issue_1.pdf?sfvrsn=5e878bc5_4,"DeLaurentis, D., et al. (2016). An SoS Analytical Workbench Approach to Architectural Analysis and Evolution. INSIGHT (reprinted in Vol. 28, Issue 1, 2025). INCOSE.",[],False,What baseline and configuration artifacts are required so that SoS analyses remain comparable across time and tool updates?,False,What baseline and configuration artifacts are required so that SoS analyses remain comparable across time and tool updates?,What,DomainTopic=System-of-systems architecture analysis; evolution planning | ScenarioType=Naval warfare SoS case framing (architecture evolution) | Hits=[],What baseline and configuration artifacts are required so that SoS analyses remain comparable across time and tool updates?,False
